,Team,Nome,Budget,PMAL
2402,FRO,SZYMINSKI,0.2%,0.2%
2403,VER,TERRACCIANO F.,0.2%,0.2%
2404,EMP,TONELLI,0.2%,0.2%
2405,LEC,TOUBA,0.2%,0%
2406,SAS,TRESSOLDI,0.2%,0.2%
2407,LEC,VENUTI,0.2%,0.2%
2408,SAS,VINA,0.2%,0.3%
2409,GEN,VOGLIACCO,0.2%,0.2%
2410,EMP,WALUKIEWICZ,0.2%,0%
2411,TOR,ZIMA,0.2%,0.2%
2412,LAZ,ZACCAGNI,9.4%,12%
2413,LAZ,FELIPE ANDERSON,8%,9.2%
2414,INT,BARELLA,7.4%,8.6%
2415,ATA,KOOPMEINERS,7.2%,8%
2416,INT,FRATTESI,6.2%,7.6%
2417,LAZ,LUIS ALBERTO,5.8%,7%
2418,MIL,PULISIC,7.4%,7.8%
2419,BOL,ORSOLINI,7%,6.8%
2420,JUV,RABIOT,6.4%,6%
2421,LEC,STREFEZZA,5.8%,7.2%
2422,MIL,CHUKWUEZE,5.6%,8.4%
2423,LAZ,KAMADA,5.4%,5.1%
2424,GEN,MALINOVSKYI,5.4%,4.8%
2425,GEN,GUDMUNDSSON A.,5%,5.4%
2426,INT,CALHANOGLU,4.8%,5.7%
2427,MON,CIURRIA,4.6%,3.3%
2428,SAL,CANDREVA,4.2%,4.7%
2429,ROM,PELLEGRINI LO.,4%,6.4%
2430,NAP,ZIELINSKI,3.8%,4.9%
2431,EMP,BALDANZI,3.4%,3.2%
2432,BOL,FERGUSON,3.2%,4.4%
2433,ROM,AOUAR,3%,3.5%
2434,UDI,LOVRIC,3%,3.8%
2435,MIL,REIJNDERS,3%,4%
2436,NAP,LOBOTKA,1.6%,1.5%
2437,ATA,DE KETELAERE,3%,2.9%
2438,ATA,PASALIC,3%,3.3%
2439,TOR,VLASIC,3%,5.2%
2440,TOR,RADONJIC,2.8%,2%
2441,NAP,ELMAS,2.6%,2%
2442,ATA,MIRANCHUK,2.6%,0.2%
2443,MON,PESSINA,2.6%,3.4%
2444,JUV,KOSTIC,2.4%,4%
2445,VER,LAZOVIC,2.4%,2.7%
2446,NAP,POLITANO,2.4%,3.8%
2447,NAP,ZAMBO ANGUISSA,2.4%,2%
2448,INT,MKHITARYAN,2.2%,1.8%
2449,TOR,TAMEZE,2.2%,0.2%
2450,ROM,RENATO SANCHES,2%,1.2%
2451,JUV,WEAH,2%,4%
2452,SAS,BAJRAMI,1.6%,2.3%
2453,MIL,BENNACER,1.4%,0.2%
2454,BOL,DOMINGUEZ,1.4%,0.6%
2455,TOR,RICCI S.,1.2%,0.7%
2456,FIO,BARAK,1%,0.3%
2457,SAS,BOLOCA,1%,0.2%
2458,ROM,EL SHAARAWY,1%,2.8%
2459,MON,GAGLIARDINI,1%,0.3%
2460,MIL,LOFTUS-CHEEK,1%,2.8%
2461,CAG,MAKOUMBOU,1%,0.2%
2462,JUV,MCKENNIE,1%,0.2%
2463,GEN,MESSIAS,1%,1.4%
2464,CAG,NANDEZ,1%,0.6%
2465,JUV,POGBA,1%,2.1%
2466,LAZ,ROVELLA,1%,0.2%
2467,VER,SAPONARA,1%,1%
2468,GEN,STROOTMAN,1%,0.2%
2469,LEC,GONZALEZ J.,0.2%,0.2%
2470,CAG,MANCOSU,0.2%,0.2%
2471,BOL,MORO N.,0.2%,0.2%
2472,FIO,BONAVENTURA,2.4%,3.1%
2473,TOR,ILIC,2.4%,1.2%
2474,EMP,MARIN,2%,0.3%
2475,ROM,PAREDES,2%,0.2%
2476,EMP,HENDERSON L.,1.6%,0.2%
2477,ATA,DE ROON,1.4%,0.4%
2478,EMP,GYASI,1.4%,0.6%
2479,SAS,LOPEZ M.,1.4%,0.2%
2480,FIO,MANDRAGORA,1.4%,0.2%
2481,ATA,EDERSON D.S.,1.2%,0.3%
2482,FIO,CASTROVILLI,1%,0.2%
2483,SAL,COULIBALY L.,1%,0.4%
2484,ROM,CRISTANTE,1%,0.2%
2485,FRO,HARROUI,1%,0.3%
2486,JUV,LOCATELLI,1%,0.6%
2487,FIO,IKONE',0.8%,2%
2488,FIO,ARTHUR MELO,0.6%,0.6%
2489,MIL,KRUNIC,0.6%,0.2%
2490,LAZ,VECINO,0.6%,0.2%
2491,MIL,ADLI,0.2%,0.2%
2492,MON,AKPA AKPRO,0.2%,0.2%
2493,FIO,AMRABAT,0.2%,0.2%
2494,GEN,ARAMU,0.2%,0.2%
2495,INT,ASLLANI,0.2%,0.2%
2496,FRO,BARRENECHEA,0.2%,0.2%
2497,LAZ,BASIC,0.2%,0.2%
2498,SAL,BOHINEN,0.2%,0.2%
2499,NAP,CAJUSTE,0.2%,0.2%
2500,LAZ,CATALDI,0.2%,0.2%
2501,SAL,COULIBALY M.,0.2%,0.2%
2502,VER,DUDA,0.2%,0.2%
2503,BOL,EL AZZOUZI,0.2%,0.2%
2504,GEN,FRENDRUP,0.2%,0.2%
2505,VER,HONGLA,0.2%,0.2%
2506,EMP,KOVALENKO,0.2%,0.5%
2507,MON,MACHIN,0.2%,0.2%
2508,SAL,MAGGIORE,0.2%,0.2%
2509,LEC,MALEH,0.2%,0.2%
2510,LAZ,MARCOS ANTONIO,0.2%,0.2%
2511,FRO,MAZZITELLI,0.2%,0.2%
2512,MIL,POBEGA,0.2%,0.2%
2513,FIO,SABIRI,0.2%,0.2%
2514,MIL,SAELEMAEKERS,0.2%,0.2%
2515,INT,SENSI,0.2%,0.2%
2516,FIO,SOTTIL,0.2%,0.2%
2517,SAS,THORSTVEDT,0.2%,0.2%
2518,ROM,ZALEWSKI,0.2%,0.2%
2519,UDI,SAMARDZIC,3%,2.2%
2520,VER,FOLORUNSHO,2.4%,0.3%
2521,MON,COLPANI,2%,1.4%
2522,BOL,NDOYE,2%,1%
2523,BOL,FABBIAN,1%,0.2%
2524,JUV,FAGIOLI,1%,1.2%
2525,EMP,FAZZINI,1%,0.2%
2526,SAS,MATHEUS HENRIQUE,1%,0.2%
2527,VER,MBOULA,1%,0.8%
2528,CAG,ORISTANIO,1%,0.2%
2529,CAG,PRATI,1%,0.2%
2530,ATA,ADOPO,0.2%,0.2%
2531,FRO,BAEZ,0.2%,0.2%
2532,ROM,BOVE,0.2%,0.2%
2533,EMP,CROCIATA,0.2%,0.2%
2534,LEC,FATICANTI,0.2%,0.2%
2535,NAP,GAETANO,0.2%,0.2%
2536,FRO,GELLI,0.2%,0.2%
2537,TOR,GINEITIS,0.2%,0%
2538,JUV,ILING JUNIOR,0.2%,0.2%
2539,FIO,INFANTINO,0.2%,0.2%
2540,SAL,KASTANOS,0.2%,0.4%
2541,SAS,LIPANI,0.2%,0.2%
2542,EMP,MALDINI,0.2%,0.2%
2543,JUV,MIRETTI,0.2%,0.2%
2544,JUV,NICOLUSSI CAVIGLIA,0.2%,0.2%
2545,UDI,PAFUNDI,0.2%,0.2%
2546,ROM,PAGANO,0.2%,0.2%
2547,LEC,RAFIA,0.2%,0.2%
2548,EMP,RANOCCHIA F.,0.2%,0.2%
2549,MIL,ROMERO L.,0.2%,0.2%
2550,BOL,URBANSKI,0.2%,0.2%
2551,BOL,VIGNATO,0.2%,0.2%
2552,MON,VIGNATO S.,0.2%,0.2%
2553,SAS,VOLPATO,0.2%,0.2%
2554,NAP,ZERBIN,0.2%,0.2%
2555,BOL,AEBISCHER,0.2%,0.2%
2556,FIO,AMATUCCI,0.2%,0.2%
2557,GEN,BADELJ,0.2%,0.2%
2558,EMP,BELARDINELLI,0.2%,0.2%
2559,FIO,BENASSI,0.2%,0.2%
2560,LEC,BLIN,0.2%,0.2%
2561,FRO,BRESCIANINI,0.2%,0.2%
2562,UDI,CAMARA E.,0.2%,0.2%
2563,MON,CARBONI V.,0.2%,0.2%
2564,CAG,DEIOLA,0.2%,0.2%
2565,NAP,DEMME,0.2%,0.2%
2566,FIO,DUNCAN,0.2%,0.2%
2567,FRO,GARRITANO,0.2%,0.2%
2568,EMP,GRASSI,0.2%,0.2%
2569,EMP,HAAS,0.2%,0.2%
2570,FRO,HAOUDI,0.2%,0.3%
2571,LEC,HELGASON,0.2%,0%
2572,VER,HRUSTIC,0.2%,0%
2573,TOR,ILKHAN,0.2%,0.2%
2574,GEN,JAGIELLO,0.2%,0.3%
2575,CAG,JANKTO,0.2%,0.4%
2576,VER,JOSELITO,0.2%,0.2%
2577,LEC,KABA,0.2%,0.2%
2578,CAG,KOURFALIDIS,0.2%,0%
2579,SAL,LEGOWSKI,0.2%,0.2%
2580,TOR,LINETTY,0.2%,0.2%
2581,FRO,LULIC K.,0.2%,0%
2582,SAL,MARTEGANI,0.2%,0.2%
2583,GEN,MELEGONI,0.2%,0.2%
2584,MIL,MUSAH,0.2%,0.2%
2585,SAS,OBIANG,0.2%,0%
2586,UDI,QUINA,0.2%,0.2%
2587,SAS,RACIC,0.2%,0.2%
2588,LEC,RAMADANI,0.2%,0.2%
2589,CAG,ROG,0.2%,0.2%
2590,NAP,SACO,0.2%,0.2%
2591,VER,SERDAR,0.2%,0.2%
2592,CAG,SULEMANA I.,0.2%,0.2%
2593,GEN,THORSBY,0.2%,0.2%
2594,CAG,VIOLA,0.2%,0.2%
2595,UDI,WALACE,0.2%,0.2%
2596,UDI,ZARRAGA,0.2%,0.2%
2597,NAP,OSIMHEN,30%,40.2%
2598,INT,MARTINEZ L.,29%,40.3%
2599,LAZ,IMMOBILE,25%,34.4%
2600,MIL,RAFAEL LEAO,23%,30.6%
2601,JUV,VLAHOVIC,23%,32.6%
2602,SAS,BERARDI,17%,20%
2603,NAP,KVARATSKHELIA,15.4%,25%
2604,ROM,DYBALA,14.8%,24.2%
2605,MIL,GIROUD,15%,17.6%
2606,ATA,SCAMACCA,12%,19%
2607,SAL,DIA,11%,13.8%
2608,JUV,CHIESA,10%,13.7%
2609,ATA,LOOKMAN,9%,16.4%
2610,INT,THURAM,8%,13.7%
2611,TOR,SANABRIA,6%,12.4%
2612,ATA,TOURE' E.,4%,4.4%
2613,ROM,ABRAHAM,1%,0.4%
2614,FIO,NZOLA,9%,13%
2615,GEN,RETEGUI,9%,15%
2616,SAS,LAURIENTE',8.4%,9.6%
2617,UDI,BETO,8%,12.1%
2618,FIO,BELTRAN L.,7%,4%
2619,EMP,CAPUTO,6.6%,5.4%
2620,INT,ARNAUTOVIC,5%,10.2%
2621,FIO,GONZALEZ N.,5%,8.4%
2622,CAG,LAPADULA,5%,0.6%
2623,JUV,MILIK,5%,4.4%
2624,MIL,OKAFOR,5%,3.6%
2625,UDI,DEULOFEU,4%,2.6%
2626,BOL,KARLSSON,4%,1.1%
2627,ATA,ZAPATA D.,4%,6.4%
2628,LEC,KRSTOVIC,2.4%,0.3%
2629,LAZ,CASTELLANOS,2%,2.1%
2630,FRO,CHEDDIRA,2%,1.9%
2631,SAS,PINAMONTI,2%,5%
2632,FRO,CASO,1%,1%
2633,FIO,BREKALO,0.2%,0.2%
2634,BOL,BARROW,3.2%,0.6%
2635,MON,CAPRARI,3%,3.6%
2636,FIO,JOVIC,2%,0.4%
2637,ATA,MURIEL,2%,0.6%
2638,MON,PETAGNA,2%,1%
2639,NAP,SIMEONE,2%,1.8%
2640,LEC,BANDA,1.6%,0.2%
2641,TOR,PELLEGRI,1.6%,0.2%
2642,NAP,RASPADORI,1.6%,2.2%
2643,EMP,CANCELLIERI,1.4%,0.2%
2644,JUV,KEAN,1.4%,0.4%
2645,EMP,PICCOLI,1.4%,0.2%
2646,VER,BONAZZOLI,1%,1%
2647,MON,MOTA,1%,1.2%
2648,CAG,PAVOLETTI,1%,0.2%
2649,LAZ,PEDRO,1%,0.6%
2650,CAG,SHOMURODOV,1%,1%
2651,UDI,SUCCESS,1%,0.2%
2652,SAS,DEFREL,0.4%,0.2%
2653,INT,SANCHEZ,0.4%,0.8%
2654,SAS,ALVAREZ A.,0.2%,0.2%
2655,ROM,BELOTTI,0.2%,4%
2656,FRO,BORRELLI,0.2%,0.2%
2657,SAL,BOTHEIM,0.2%,0.2%
2658,FRO,CUNI,0.2%,0.2%
2659,LEC,DI FRANCESCO F.,0.2%,0.2%
2660,VER,DJURIC,0.2%,0.3%
2661,VER,HENRY,0.2%,0.2%
2662,VER,KALLON,0.2%,0.2%
2663,FIO,KOUAME',0.2%,0.2%
2664,NAP,LOZANO,0.2%,0.3%
2665,MON,MARIC,0.2%,0.2%
2666,MIL,ORIGI,0.2%,0.2%
2667,TOR,SECK,0.2%,0.2%
2668,ROM,SOLBAKKEN,0.2%,0.2%
2669,SAL,VALENCIA D.,0.2%,0.2%
2670,BOL,ZIRKZEE,0.2%,2.8%
2671,VER,NGONGE,2%,3.6%
2672,UDI,BRENNER,1%,0.2%
2673,UDI,LUCCA,1%,0.2%
2674,CAG,LUVUMBO,1%,0.9%
2675,SAS,MULATTIERI,1%,0.7%
2676,EMP,CAMBIAGHI,0.6%,0.2%
2677,TOR,KARAMOH,0.4%,0.2%
2678,LEC,ALMQVIST,0.2%,1.6%
2679,LEC,BURNETE,0.2%,0.2%
2680,MIL,COLOMBO,0.2%,0.2%
2681,LEC,CORFITZEN,0.2%,0.3%
2682,GEN,EKUBAN,0.2%,0.2%
2683,SAL,IKWUEMESI,0.2%,0.2%
2684,LAZ,ISAKSEN,0.2%,0.4%
2685,FRO,KVERNADZE,0.2%,0.2%
2686,GEN,PUSCAS,0.2%,0.2%
2687,EMP,SHPENDI S.,0.2%,0.2%
2688,JUV,SOULE',0.2%,0.2%
2689,UDI,THAUVIN,0.2%,1.3%
2690,JUV,YILDIZ,0.2%,0.2%
2691,UDI,AKE' M.,0.2%,0.2%
2692,ROM,AZMOUN,0.2%,0.5%
2693,FRO,BIDAOUI,0.2%,0.2%
2694,VER,BRAAF,0.2%,0.2%
2695,SAS,CEIDE,0.2%,0.2%
2696,EMP,EKONG,0.2%,0.2%
2697,SAL,JOVANE,0.2%,0.2%
2698,JUV,KAIO JORGE,0.2%,0.2%
2699,FIO,KOKORIN,0.2%,0.3%
2700,SAL,STEWART,0.2%,0.2%
2701,BOL,VAN HOOIJDONK,0.2%,0.2%
2702,UDI,VIVALDO,0.2%,0.2%
2703,LEC,VOELKERLING PERSSON,0.2%,0.2%
2704,GEN,YALCIN,0.2%,0.2%
2705,JUV,SZCZESNY,10%,10%
2706,MIL,MAIGNAN,9%,10.2%
2707,NAP,MERET,8%,9.1%
2708,INT,SOMMER,8%,9%
2709,LAZ,PROVEDEL,7%,8%
2710,ROM,RUI PATRICIO,7%,7.3%
2711,ATA,CARNESECCHI,3%,4.2%
2712,ATA,MUSSO,3%,1.5%
2713,FIO,TERRACCIANO,3%,2.6%
2714,MON,DI GREGORIO,2.4%,2.5%
2715,TOR,MILINKOVIC-SAVIC V.,2.4%,3.6%
2716,UDI,SILVESTRI,2.4%,2.2%
2717,BOL,SKORUPSKI,2%,1.7%
2718,EMP,CAPRILE,1.6%,0.7%
2719,VER,MONTIPO',1.4%,0.6%
2720,SAL,OCHOA,1.4%,1%
2721,SAS,CONSIGLI,1%,0.6%
2722,FIO,CHRISTENSEN O.,1%,0.2%
2723,LEC,FALCONE,1%,0.8%
2724,JUV,PERIN,1%,0.3%
2725,SAS,CRAGNO,0.2%,0.2%
2726,GEN,MARTINEZ JO.,0.2%,0.4%
2727,CAG,RADUNOVIC,0.2%,0.3%
2728,FRO,TURATI,0.2%,0.2%
2729,LAZ,ADAMONIS,0.2%,0.2%
2730,CAG,ARESTI,0.2%,0.2%
2731,INT,AUDERO,0.2%,0.2%
2732,BOL,BAGNOLINI,0.2%,0.2%
2733,VER,BERARDI A.,0.2%,0.2%
2734,ROM,BOER,0.2%,0.2%
2735,LEC,BORBEI,0.2%,0.2%
2736,LEC,BRANCOLINI,0.2%,0.2%
2737,FRO,CEROFOLINI,0.2%,0.2%
2738,NAP,CONTINI,0.2%,0.2%
2739,SAL,COSTIL,0.2%,0.2%
2740,INT,DI GENNARO,0.2%,0.2%
2741,SAL,FIORILLO,0.2%,0.2%
2742,TOR,GEMELLO,0.2%,0.2%
2743,NAP,GOLLINI,0.2%,0.2%
2744,MON,GORI,0.2%,0.2%
2745,MON,LAMANNA,0.2%,0.2%
2746,GEN,LEALI,0.2%,0.2%
2747,FIO,MARTINELLI T.,0.2%,0.2%
2748,MIL,MIRANTE,0.2%,0.2%
2749,UDI,OKOYE,0.2%,0.2%
2750,UDI,PADELLI,0.2%,0.2%
2751,FRO,PALMISANI,0.2%,0.2%
2752,SAS,PEGOLO,0.2%,0.2%
2753,VER,PERILLI,0.2%,0.2%
2754,EMP,PERISAN,0.2%,0.2%
2755,UDI,PIANA,0.2%,0.2%
2756,JUV,PINSOGLIO,0.2%,0.2%
2757,TOR,POPA,0.2%,0.2%
2758,BOL,RAVAGLIA F.,0.2%,0.2%
2759,ATA,ROSSI F.,0.2%,0.2%
2760,CAG,SCUFFET,0.2%,0.2%
2761,LAZ,SEPE,0.2%,0.2%
2762,GEN,SOMMARIVA,0.2%,0.2%
2763,MON,SORRENTINO A.,0.2%,0.2%
2764,MIL,SPORTIELLO,0.2%,0.2%
2765,EMP,STUBLJAR,0.2%,0.2%
2766,ROM,SVILAR,0.2%,0.2%
2767,MIL,HERNANDEZ T.,9%,9%
2768,INT,DIMARCO,8%,7.6%
2769,NAP,DI LORENZO,7%,6.4%
2770,JUV,BREMER,6%,4.6%
2771,ROM,SMALLING,6%,4.2%
2772,JUV,DANILO,5%,4.6%
2773,NAP,RRAHMANI,5%,3.2%
2774,INT,BASTONI,4.4%,3.6%
2775,LAZ,ROMAGNOLI,4%,2.8%
2776,ATA,ZAPPACOSTA,4%,3.4%
2777,INT,DUMFRIES,4%,3.4%
2778,TOR,SCHUURS,4%,3%
2779,MIL,TOMORI,4%,3.1%
2780,ATA,BAKKER,3.6%,3.2%
2781,INT,CARLOS AUGUSTO,3.6%,3%
2782,NAP,NATAN,3.4%,1.4%
2783,BOL,POSCH,3.4%,3.9%
2784,INT,CUADRADO,3%,2.7%
2785,ATA,KOLASINAC,3%,1.5%
2786,ROM,MANCINI,3%,1.7%
2787,ROM,KRISTENSEN,3%,1.6%
2788,ATA,SCALVINI,3%,2.3%
2789,VER,FARAONI,2.6%,1.3%
2790,GEN,MARTIN,2.6%,2.4%
2791,SAL,MAZZOCCHI,2.6%,2.4%
2792,ROM,SPINAZZOLA,2.6%,2.2%
2793,FIO,DODO',2.4%,2.1%
2794,VER,DOIG,2.4%,1.6%
2795,TOR,BUONGIORNO,2%,2%
2796,INT,DARMIAN,2%,1.2%
2797,INT,ACERBI,2%,1.6%
2798,LAZ,CASALE,2%,1.8%
2799,EMP,EBUEHI,2%,1.4%
2800,MIL,THIAW,2%,1.9%
2801,TOR,BELLANOVA,1.6%,2%
2802,LEC,BASCHIROTTO,1%,2%
2803,BOL,BEUKEMA,0.2%,0.8%
2804,UDI,BIJOL,0.2%,1.2%
2805,FIO,BIRAGHI,0.2%,2.6%
2806,MIL,CALABRIA,0.2%,1.6%
2807,GEN,DRAGUSIN,0.2%,0.6%
2808,JUV,GATTI,0.2%,1.4%
2809,GEN,HEFTI,0.2%,0.2%
2810,VER,HIEN,0.2%,0.2%
2811,BOL,LUCUMI',0.2%,0.2%
2812,MON,MARI',0.2%,0.3%
2813,NAP,MARIO RUI,0.2%,1.4%
2814,FIO,MILENKOVIC,0.2%,1.5%
2815,FIO,MINA,0.2%,0.3%
2816,ROM,N'DICKA,0.2%,1.4%
2817,FIO,PARISI,0.2%,1%
2818,ATA,TOLOI,0.2%,1%
2819,TOR,VOJVODA,0.2%,1%
2820,CAG,AUGELLO,0.2%,0.8%
2821,CAG,AZZI,0.2%,0.4%
2822,INT,BISSECK,0.2%,0.4%
2823,SAL,BRADARIC,0.2%,0.3%
2824,MON,D'AMBROSIO,0.2%,0.8%
2825,CAG,DOSSENA,0.2%,0.2%
2826,UDI,ZEMURA,0.2%,0.3%
2827,UDI,ABANKWAH,0.2%,0.2%
2828,JUV,ALEX SANDRO,0.2%,0.2%
2829,BOL,AMEY,0.2%,0.2%
2830,VER,AMIONE,0.2%,0.2%
2831,MON,ANTOV,0.2%,0.2%
2832,MIL,BALLO-TOURE',0.2%,0.2%
2833,GEN,BANI,0.2%,0.2%
2834,EMP,BERESZYNSKI,0.2%,0.2%
2835,GEN,BIRASCHI,0.2%,0.2%
2836,MON,BIRINDELLI,0.2%,0.2%
2837,BOL,BONIFAZI,0.2%,0.2%
2838,JUV,BONUCCI,0.2%,0.2%
2839,SAL,BRONN,0.2%,0.2%
2840,VER,CABAL,0.2%,0.2%
2841,EMP,CACACE,0.2%,0.2%
2842,MON,CALDIROLA,0.2%,0.2%
2843,JUV,CAMBIASO,0.2%,1%
2844,CAG,CAPRADOSSI,0.2%,0.2%
2845,MON,CARBONI A.,0.2%,0.2%
2846,MON,CARBONI F.,0.2%,0.2%
2847,ROM,CELIK,0.2%,0.2%
2848,MON,CITTADINI,0.2%,0.2%
2849,VER,COPPOLA D.,0.2%,0.2%
2850,BOL,CORAZZA,0.2%,0.2%
2851,SAL,DANILIUC,0.2%,0.2%
2852,VER,DAWIDOWICZ,0.2%,0.2%
2853,JUV,DE SCIGLIO,0.2%,0.2%
2854,BOL,DE SILVESTRI,0.2%,0.2%
2855,INT,DE VRIJ,0.2%,0.3%
2856,GEN,DE WINTER,0.2%,0.2%
2857,LEC,DERMAKU,0.2%,0.2%
2858,CAG,DI PARDO,0.2%,0.2%
2859,TOR,DJIDJI,0.2%,0.2%
2860,ATA,DJIMSITI,0.2%,0.2%
2861,LEC,DORGU,0.2%,0.2%
2862,UDI,EBOSELE,0.2%,0.4%
2863,UDI,EBOSSE,0.2%,0.2%
2864,UDI,EHIZIBUE,0.2%,0.2%
2865,SAS,ERLIC,0.2%,0.2%
2866,SAL,FAZIO,0.2%,0.2%
2867,SAS,FERRARI G.,0.2%,0.2%
2868,UDI,FERREIRA J.,0.2%,0.2%
2869,MIL,FLORENZI,0.2%,0.2%
2870,LEC,GALLO,0.2%,0.2%
2871,LEC,GENDREY,0.2%,0.2%
2872,LAZ,GILA,0.2%,0.2%
2873,CAG,GOLDANIGA,0.2%,0.2%
2874,EMP,GUARINO,0.2%,0.2%
2875,UDI,GUESSAND A.,0.2%,0%
2876,VER,GUNTER,0.2%,0.2%
2877,SAL,GYOMBER,0.2%,0.2%
2878,ATA,HATEBOER,0.2%,0.2%
2879,JUV,HUIJSEN,0.2%,0.2%
2880,LAZ,HYSAJ,0.2%,0.2%
2881,EMP,ISMAJLI,0.2%,0.2%
2882,MON,IZZO,0.2%,0.3%
2883,NAP,JUAN JESUS,0.2%,0.2%
2884,UDI,KABASELE,0.2%,0.2%
2885,FRO,KALAJ,0.2%,0%
2886,MIL,KALULU,0.2%,0.4%
2887,UDI,KAMARA H.,0.2%,0.2%
2888,ROM,KARSDORP,0.2%,0.2%
2889,FIO,KAYODE,0.2%,0.4%
2890,MIL,KJAER,0.2%,0.2%
2891,FRO,KLITTEN,0.2%,0%
2892,ROM,KUMBULLA,0.2%,0.2%
2893,MON,KYRIAKOPOULOS,0.2%,1%
2894,TOR,LAZARO,0.2%,0.2%
2895,LAZ,LAZZARI,0.2%,0.6%
2896,ROM,LLORENTE D.,0.2%,0.2%
2897,SAL,LOVATO,0.2%,0.2%
2898,EMP,LUPERTO,0.2%,0.3%
2899,BOL,LYKOGIANNIS,0.2%,0.2%
2900,VER,MAGNANI,0.2%,0.2%
2901,FRO,MARCHIZZA,0.2%,0.2%
2902,FIO,MARTINEZ QUARTA,0.2%,0.2%
2903,LAZ,MARUSIC,0.2%,0.6%
2904,UDI,MASINA,0.2%,0.2%
2905,FRO,MATEUS LUSUARDI,0.2%,0%
2906,GEN,MATTURRO,0.2%,0.2%
2907,SAS,MISSORI,0.2%,0.2%
2908,FRO,MONTERISI,0.2%,0.2%
2909,TOR,N'GUESSAN,0.2%,0.2%
2910,CAG,OBERT,0.2%,0.2%
2911,ATA,OKOLI,0.2%,0.2%
2912,NAP,OLIVERA,0.2%,1.4%
2913,NAP,OSTIGARD,0.2%,0.2%
2914,FRO,OYONO,0.2%,0.3%
2915,GEN,PAJAC,0.2%,0.2%
2916,ATA,PALOMINO,0.2%,0.2%
2917,LAZ,PATRIC,0.2%,0.2%
2918,SAS,PEDERSEN,0.2%,0.2%
2919,LAZ,PELLEGRINI LU.,0.2%,0.2%
2920,MIL,PELLEGRINO,0.2%,0.2%
2921,UDI,PEREZ N.,0.2%,0.6%
2922,EMP,PEZZELLA GIU.,0.2%,0.2%
2923,FIO,PIEROZZI,0.2%,0.1%
2924,SAL,PIROLA,0.2%,0.2%
2925,LEC,PONGRACIC,0.2%,0.2%
2926,FIO,RANIERI L.,0.2%,0.2%
2927,TOR,RODRIGUEZ R.,0.2%,0.2%
2928,FRO,ROMAGNOLI S.,0.2%,0.2%
2929,JUV,RUGANI,0.2%,0.2%
2930,ATA,RUGGERI,0.2%,0.2%
2931,GEN,SABELLI,0.2%,0.2%
2932,SAL,SAMBIA,0.2%,0.2%
2933,LEC,SMAJLOVIC,0.2%,0.2%
2934,ATA,SOPPY,0.2%,0.2%
2935,BOL,SOSA,0.2%,0%
2936,BOL,SOUMAORO,0.2%,0.2%
2937,FRO,SZYMINSKI,0.2%,0.2%
2938,VER,TERRACCIANO F.,0.2%,0.2%
2939,SAS,TOLJAN,0.2%,0.2%
2940,EMP,TONELLI,0.2%,0.2%
2941,LEC,TOUBA,0.2%,0%
2942,SAS,TRESSOLDI,0.2%,0.2%
2943,GEN,VASQUEZ,0.2%,0.2%
2944,LEC,VENUTI,0.2%,0.2%
2945,SAS,VINA,0.2%,0.3%
2946,SAS,VITI,0.2%,0.2%
2947,GEN,VOGLIACCO,0.2%,0.2%
2948,EMP,WALUKIEWICZ,0.2%,0%
2949,NAP,ZANOLI,0.2%,0.2%
2950,CAG,ZAPPA,0.2%,0.4%
2951,TOR,ZIMA,0.2%,0.2%
2952,ATA,ZORTEA,0.2%,0.2%
2953,LAZ,ZACCAGNI,12%,12%
2954,INT,BARELLA,9%,8.6%
2955,LAZ,FELIPE ANDERSON,9%,9.2%
2956,MIL,CHUKWUEZE,8.4%,8.4%
2957,ATA,KOOPMEINERS,8.4%,8%
2958,INT,FRATTESI,8%,7.6%
2959,BOL,ORSOLINI,7.6%,6.8%
2960,LEC,STREFEZZA,7.6%,7.2%
2961,LAZ,LUIS ALBERTO,6.4%,7%
2962,GEN,GUDMUNDSSON A.,6%,5.4%
2963,ROM,PELLEGRINI LO.,6%,6.4%
2964,MIL,PULISIC,6%,7.8%
2965,JUV,RABIOT,6%,6%
2966,INT,CALHANOGLU,5.6%,5.7%
2967,BOL,FERGUSON,5%,4.4%
2968,LAZ,KAMADA,5%,5.1%
2969,MON,CIURRIA,4.4%,3.3%
2970,SAL,CANDREVA,4%,4.7%
2971,UDI,LOVRIC,4%,3.8%
2972,GEN,MALINOVSKYI,4%,4.8%
2973,TOR,VLASIC,4%,5.2%
2974,NAP,ZIELINSKI,4%,4.9%
2975,EMP,BALDANZI,3.6%,3.2%
2976,ROM,EL SHAARAWY,3.6%,2.8%
2977,NAP,POLITANO,3.6%,3.8%
2978,UDI,SAMARDZIC,3.6%,2.2%
2979,ATA,PASALIC,3.4%,3.3%
2980,MIL,REIJNDERS,3.4%,4%
2981,FIO,BONAVENTURA,3%,3.1%
2982,NAP,ELMAS,3%,2%
2983,VER,LAZOVIC,3%,2.7%
2984,MON,PESSINA,3%,3.4%
2985,ROM,AOUAR,3%,3.5%
2986,JUV,KOSTIC,3%,4%
2987,JUV,WEAH,3%,4%
2988,FIO,IKONE',2.4%,2%
2989,TOR,RADONJIC,2.4%,2%
2990,MON,COLPANI,2%,1.4%
2991,SAS,BAJRAMI,0.2%,2.3%
2992,JUV,FAGIOLI,0.2%,1.2%
2993,NAP,LOBOTKA,0.2%,1.5%
