,Season,Player,Squad,F_Pos,Avg_Fanta_Score,Autogoal,Pos,Comp,Age,Match_Played,Match_Started,Min_Played,Avg_Min_Played,Goal,Assist,Penalties_Scored,Penalties_Attempted,YCards,RCards,xG,npxG,xAG,PrgC,PrgP,PrgR
18,2015-2016,GOLLINI,Verona,P,6.21,0.0,,,,,,,,,,,,,,,,,,,
22,2015-2016,RAFAEL,Verona,P,5.67,0.0,,,,,,,,,,,,,,,,,,,
23,2015-2016,BARDI,Frosinone,P,6.75,0.0,,,,,,,,,,,,,,,,,,,
24,2015-2016,SECULIN,Chievo,P,6.67,0.0,,,,,,,,,,,,,,,,,,,
25,2015-2016,NETO,Juventus,P,6.17,0.0,,,,,,,,,,,,,,,,,,,
27,2015-2016,RADUNOVIC,Atalanta,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
28,2015-2016,PUGLIESI,Empoli,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
29,2015-2016,LEZZERINI,Fiorentina,P,6.25,0.0,,,,,,,,,,,,,,,,,,,
31,2015-2016,COLOMBI,Carpi,P,6.25,0.0,,,,,,,,,,,,,,,,,,,
32,2015-2016,SANCTIS,Roma,P,6.38,0.0,,,,,,,,,,,,,,,,,,,
33,2015-2016,BASSI,Atalanta,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
34,2015-2016,COSTA,Bologna,P,5.9,0.0,,,,,,,,,,,,,,,,,,,
35,2015-2016,BENUSSI,Carpi,P,5.75,0.0,,,,,,,,,,,,,,,,,,,
36,2015-2016,BRKIC,Carpi,P,5.12,0.0,,,,,,,,,,,,,,,,,,,
37,2015-2016,ZAPPINO,Frosinone,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
38,2015-2016,CARRIZO,Inter,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
39,2015-2016,ABBIATI,Milan,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
40,2015-2016,GABRIEL,Napoli,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
41,2015-2016,BRIGNOLI,Sampdoria,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
42,2015-2016,PEGOLO,Sassuolo,P,6.25,0.0,,,,,,,,,,,,,,,,,,,
43,2015-2016,ICHAZO,Torino,P,5.5,0.0,,,,,,,,,,,,,,,,,,,
44,2015-2016,COPPOLA,Verona,P,6.0,1.0,,,,,,,,,,,,,,,,,,,
45,2015-2016,ALASTRA,Palermo,P,6.25,0.0,,,,,,,,,,,,,,,,,,,
46,2015-2016,POSAVEC,Palermo,P,7.0,0.0,,,,,,,,,,,,,,,,,,,
49,2015-2016,GO,Fiorentina,D,6.07,0.0,,,,,,,,,,,,,,,,,,,
66,2015-2016,E,Verona,D,5.82,0.0,,,,,,,,,,,,,,,,,,,
99,2015-2016,ADNAN,Udinese,D,6.02,0.0,,,,,,,,,,,,,,,,,,,
111,2015-2016,G,Palermo,D,5.56,2.0,,,,,,,,,,,,,,,,,,,
114,2015-2016,MAICON,Roma,D,6.07,0.0,,,,,,,,,,,,,,,,,,,
116,2015-2016,DANILO,Udinese,D,5.75,0.0,,,,,,,,,,,,,,,,,,,
117,2015-2016,BIANCHETTI,Verona,D,5.65,0.0,,,,,,,,,,,,,,,,,,,
118,2015-2016,HELANDER,Verona,D,5.69,0.0,,,,,,,,,,,,,,,,,,,
119,2015-2016,MORAS,Verona,D,5.92,0.0,,,,,,,,,,,,,,,,,,,
120,2015-2016,FELIPE,Udinese,D,5.81,0.0,,,,,,,,,,,,,,,,,,,
143,2015-2016,M,Frosinone,D,5.72,0.0,,,,,,,,,,,,,,,,,,,
147,2015-2016,MONTOYA,Inter,D,5.67,0.0,,,,,,,,,,,,,,,,,,,
152,2015-2016,EMERSON,Roma,D,5.88,0.0,,,,,,,,,,,,,,,,,,,
161,2015-2016,ROMULO,Verona,D,5.86,0.0,,,,,,,,,,,,,,,,,,,
172,2015-2016,F,Carpi,D,5.85,0.0,,,,,,,,,,,,,,,,,,,
173,2015-2016,O,Carpi,D,5.7,0.0,,,,,,,,,,,,,,,,,,,
181,2015-2016,ALBERTAZZI,Verona,D,5.9,0.0,,,,,,,,,,,,,,,,,,,
187,2015-2016,MARQUEZ,Verona,D,5.56,1.0,,,,,,,,,,,,,,,,,,,
188,2015-2016,SAMIR,Verona,D,5.83,0.0,,,,,,,,,,,,,,,,,,,
193,2015-2016,GILBERTO,Verona,D,5.83,0.0,,,,,,,,,,,,,,,,,,,
196,2015-2016,VRIJ,Lazio,D,5.75,0.0,,,,,,,,,,,,,,,,,,,
206,2015-2016,SOUPRAYEN,Verona,D,5.75,0.0,,,,,,,,,,,,,,,,,,,
208,2015-2016,KRAFTH,Bologna,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
210,2015-2016,DJIMSITI,Atalanta,D,5.33,0.0,,,,,,,,,,,,,,,,,,,
211,2015-2016,SKRINIAR,Sampdoria,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
213,2015-2016,F,Chievo,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
216,2015-2016,MATTIELLO,Chievo,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
217,2015-2016,CAMPORESE,Empoli,D,5.0,1.0,,,,,,,,,,,,,,,,,,,
222,2015-2016,ELY,Milan,D,4.67,1.0,,,,,,,,,,,,,,,,,,,
225,2015-2016,DAPRELA,Carpi,D,5.25,0.0,,,,,,,,,,,,,,,,,,,
228,2015-2016,CODA,Sampdoria,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
230,2015-2016,REGINI,Napoli,D,5.39,0.0,,,,,,,,,,,,,,,,,,,
266,2015-2016,L,Genoa,C,5.98,0.0,,,,,,,,,,,,,,,,,,,
278,2015-2016,BADU,Udinese,C,6.11,0.0,,,,,,,,,,,,,,,,,,,
279,2015-2016,IONITA,Verona,C,5.9,0.0,,,,,,,,,,,,,,,,,,,
280,2015-2016,VIVIANI,Verona,C,6.16,0.0,,,,,,,,,,,,,,,,,,,
281,2015-2016,R,Sampdoria,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
293,2015-2016,N,Chievo,C,6.02,0.0,,,,,,,,,,,,,,,,,,,
298,2015-2016,WSZOLEK,Verona,C,6.02,0.0,,,,,,,,,,,,,,,,,,,
304,2015-2016,M,Fiorentina,C,5.84,0.0,,,,,,,,,,,,,,,,,,,
305,2015-2016,M,Fiorentina,C,5.75,0.0,,,,,,,,,,,,,,,,,,,
334,2015-2016,S,Roma,C,5.97,0.0,,,,,,,,,,,,,,,,,,,
342,2015-2016,EMANUELSON,Verona,C,5.91,0.0,,,,,,,,,,,,,,,,,,,
345,2015-2016,MARRONE,Verona,C,5.74,0.0,,,,,,,,,,,,,,,,,,,
353,2015-2016,GRECO,Verona,C,5.76,0.0,,,,,,,,,,,,,,,,,,,
372,2015-2016,P,Lazio,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
373,2015-2016,SIGNORELLI,Empoli,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
376,2015-2016,J,Milan,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
385,2015-2016,CRISTANTE,Palermo,C,5.25,0.0,,,,,,,,,,,,,,,,,,,
388,2015-2016,PORCARI,Carpi,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
399,2015-2016,PRCIC,Torino,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
400,2015-2016,GAGLIARDINI,Atalanta,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
401,2015-2016,FURMAN,Verona,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
403,2015-2016,ESTIGARRIBIA,Atalanta,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
404,2015-2016,GRASSI,Napoli,C,6.04,0.0,,,,,,,,,,,,,,,,,,,
406,2015-2016,F,Bologna,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
407,2015-2016,GNOUKOURI,Inter,C,5.0,0.0,,,,,,,,,,,,,,,,,,,
408,2015-2016,MORRISON,Lazio,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
409,2015-2016,NOCERINO,Milan,C,5.75,0.0,,,,,,,,,,,,,,,,,,,
410,2015-2016,UCAN,Roma,C,6.25,0.0,,,,,,,,,,,,,,,,,,,
414,2015-2016,KONE,Fiorentina,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
415,2015-2016,MERKEL,Udinese,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
416,2015-2016,ZACCAGNI,Verona,C,6.17,0.0,,,,,,,,,,,,,,,,,,,
418,2015-2016,CHECCHIN,Verona,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
420,2015-2016,ROCCA,Sampdoria,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
421,2015-2016,MATUZALEM,Verona,C,5.33,0.0,,,,,,,,,,,,,,,,,,,
422,2015-2016,LOCATELLI,Milan,C,5.0,0.0,,,,,,,,,,,,,,,,,,,
452,2015-2016,TONI,Verona,A,5.93,0.0,,,,,,,,,,,,,,,,,,,
458,2015-2016,D,Frosinone,A,5.96,0.0,,,,,,,,,,,,,,,,,,,
460,2015-2016,PAZZINI,Verona,A,5.88,0.0,,,,,,,,,,,,,,,,,,,
466,2015-2016,KEITA,Lazio,A,6.18,0.0,,,,,,,,,,,,,,,,,,,
471,2015-2016,COMAN,Juventus,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
472,2015-2016,DJORDJEVIC,Lazio,A,5.52,0.0,,,,,,,,,,,,,,,,,,,
501,2015-2016,GOMEZ,Verona,A,5.61,0.0,,,,,,,,,,,,,,,,,,,
502,2015-2016,SILIGARDI,Verona,A,5.74,0.0,,,,,,,,,,,,,,,,,,,
508,2015-2016,BONAZZOLI,Sampdoria,A,5.83,0.0,,,,,,,,,,,,,,,,,,,
510,2015-2016,WILCZEK,Carpi,A,5.67,0.0,,,,,,,,,,,,,,,,,,,
515,2015-2016,REBIC,Verona,A,5.69,0.0,,,,,,,,,,,,,,,,,,,
518,2015-2016,DJURDJEVIC,Palermo,A,5.75,0.0,,,,,,,,,,,,,,,,,,,
523,2015-2016,FARES,Verona,A,5.33,0.0,,,,,,,,,,,,,,,,,,,
524,2015-2016,MANAJ,Inter,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
526,2015-2016,BALOGH,Palermo,A,5.0,0.0,,,,,,,,,,,,,,,,,,,
547,2016-2017,COSTA,Bologna,P,6.17,0.0,,,,,,,,,,,,,,,,,,,
550,2016-2017,GOLLINI,Atalanta,P,6.12,0.0,,,,,,,,,,,,,,,,,,,
553,2016-2017,SECULIN,Chievo,P,5.75,0.0,,,,,,,,,,,,,,,,,,,
555,2016-2017,SPORTIELLO,Fiorentina,P,5.65,0.0,,,,,,,,,,,,,,,,,,,
557,2016-2017,PELAGOTTI,Empoli,P,5.83,0.0,,,,,,,,,,,,,,,,,,,
558,2016-2017,LEZZERINI,Fiorentina,P,7.0,0.0,,,,,,,,,,,,,,,,,,,
559,2016-2017,CARRIZO,Inter,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
560,2016-2017,RUBINHO,Genoa,P,4.5,0.0,,,,,,,,,,,,,,,,,,,
561,2016-2017,GABRIEL,Cagliari,P,5.67,0.0,,,,,,,,,,,,,,,,,,,
562,2016-2017,CABRAL,Napoli,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
563,2016-2017,PEGOLO,Sassuolo,P,5.5,0.0,,,,,,,,,,,,,,,,,,,
564,2016-2017,PADELLI,Torino,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
565,2016-2017,AUDERO,Juventus,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
567,2016-2017,STORARI,Milan,P,5.97,0.0,,,,,,,,,,,,,,,,,,,
568,2016-2017,FESTA,Crotone,P,7.0,0.0,,,,,,,,,,,,,,,,,,,
569,2016-2017,DRAGOWSKI,Fiorentina,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
570,2016-2017,VARGIC,Lazio,P,5.5,0.0,,,,,,,,,,,,,,,,,,,
571,2016-2017,CROSTA,Cagliari,P,7.0,0.0,,,,,,,,,,,,,,,,,,,
576,2016-2017,ALONSO,Fiorentina,D,6.25,0.0,,,,,,,,,,,,,,,,,,,
593,2016-2017,EMERSON,Roma,D,6.21,0.0,,,,,,,,,,,,,,,,,,,
604,2016-2017,DANILO,Udinese,D,5.83,1.0,,,,,,,,,,,,,,,,,,,
610,2016-2017,GO,Fiorentina,D,5.77,0.0,,,,,,,,,,,,,,,,,,,
614,2016-2017,FELIPE,Udinese,D,5.84,0.0,,,,,,,,,,,,,,,,,,,
634,2016-2017,SAMIR,Udinese,D,6.05,0.0,,,,,,,,,,,,,,,,,,,
684,2016-2017,G,Palermo,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
692,2016-2017,G,Milan,D,5.65,0.0,,,,,,,,,,,,,,,,,,,
697,2016-2017,TONELLI,Napoli,D,6.5,0.0,,,,,,,,,,,,,,,,,,,
703,2016-2017,AVELAR,Torino,D,5.83,0.0,,,,,,,,,,,,,,,,,,,
705,2016-2017,ADNAN,Udinese,D,5.57,0.0,,,,,,,,,,,,,,,,,,,
709,2016-2017,ARMERO,Udinese,D,5.25,0.0,,,,,,,,,,,,,,,,,,,
714,2016-2017,MIANGUE,Cagliari,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
718,2016-2017,BASTONI,Atalanta,D,6.17,0.0,,,,,,,,,,,,,,,,,,,
721,2016-2017,FERRARI,Bologna,D,5.0,0.0,,,,,,,,,,,,,,,,,,,
722,2016-2017,MORLEO,Bologna,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
733,2016-2017,TERRANOVA,Sassuolo,D,5.33,0.0,,,,,,,,,,,,,,,,,,,
740,2016-2017,AJETI,Torino,D,5.38,1.0,,,,,,,,,,,,,,,,,,,
742,2016-2017,FIAMOZZI,Genoa,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
743,2016-2017,F,Chievo,D,5.0,0.0,,,,,,,,,,,,,,,,,,,
746,2016-2017,VITTURINI,Pescara,D,5.83,0.0,,,,,,,,,,,,,,,,,,,
747,2016-2017,RAJKOVIC,Palermo,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
750,2016-2017,L,Genoa,D,5.35,1.0,,,,,,,,,,,,,,,,,,,
751,2016-2017,L,Genoa,C,5.85,0.0,,,,,,,,,,,,,,,,,,,
752,2016-2017,CARLAO,Torino,D,5.38,0.0,,,,,,,,,,,,,,,,,,,
753,2016-2017,SAINSBURY,Inter,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
801,2016-2017,BADU,Udinese,C,6.05,0.0,,,,,,,,,,,,,,,,,,,
832,2016-2017,M,Milan,C,6.05,0.0,,,,,,,,,,,,,,,,,,,
838,2016-2017,R,Sampdoria,C,5.85,0.0,,,,,,,,,,,,,,,,,,,
853,2016-2017,D,Cagliari,C,6.15,0.0,,,,,,,,,,,,,,,,,,,
873,2016-2017,C,Fiorentina,C,5.68,0.0,,,,,,,,,,,,,,,,,,,
887,2016-2017,BALIC,Udinese,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
890,2016-2017,DJURICIC,Sampdoria,C,5.95,0.0,,,,,,,,,,,,,,,,,,,
897,2016-2017,CRECCO,Lazio,C,6.25,0.0,,,,,,,,,,,,,,,,,,,
910,2016-2017,N,Chievo,C,5.94,0.0,,,,,,,,,,,,,,,,,,,
913,2016-2017,J,Empoli,C,5.71,0.0,,,,,,,,,,,,,,,,,,,
914,2016-2017,PALOMBO,Sampdoria,C,5.75,0.0,,,,,,,,,,,,,,,,,,,
922,2016-2017,CARMONA,Atalanta,C,5.25,0.0,,,,,,,,,,,,,,,,,,,
923,2016-2017,CIGARINI,Sampdoria,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
924,2016-2017,GNOUKOURI,Udinese,C,5.75,0.0,,,,,,,,,,,,,,,,,,,
925,2016-2017,BOUY,Palermo,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
927,2016-2017,VIVES,Torino,C,5.67,0.0,,,,,,,,,,,,,,,,,,,
929,2016-2017,MAIELLO,Empoli,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
930,2016-2017,GNAHORE,Crotone,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
934,2016-2017,GERSON,Roma,C,5.0,0.0,,,,,,,,,,,,,,,,,,,
935,2016-2017,ARAMU,Torino,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
937,2016-2017,CABEZAS,Atalanta,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
938,2016-2017,BEGHETTO,Genoa,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
939,2016-2017,MOROSINI,Genoa,C,5.75,0.0,,,,,,,,,,,,,,,,,,,
941,2016-2017,MELEGONI,Atalanta,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
942,2016-2017,KOTNIK,Crotone,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
954,2016-2017,KEITA,Lazio,A,6.65,0.0,,,,,,,,,,,,,,,,,,,
1010,2016-2017,SIMY,Crotone,A,5.7,0.0,,,,,,,,,,,,,,,,,,,
1016,2016-2017,GILARDINO,Pescara,A,5.46,0.0,,,,,,,,,,,,,,,,,,,
1026,2016-2017,DJORDJEVIC,Lazio,A,5.58,0.0,,,,,,,,,,,,,,,,,,,
1028,2016-2017,IBARBO,Cagliari,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
1035,2016-2017,KEAN,Juventus,A,7.0,0.0,,,,,,,,,,,,,,,,,,,
1041,2016-2017,HAN,Cagliari,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
1042,2016-2017,BENTIVEGNA,Palermo,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
1044,2016-2017,PARIGINI,Chievo,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
1045,2016-2017,HAGI,Fiorentina,A,6.25,0.0,,,,,,,,,,,,,,,,,,,
1048,2016-2017,PELLEGRI,Genoa,A,7.0,0.0,,,,,,,,,,,,,,,,,,,
1049,2016-2017,SILVA,Palermo,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
1068,2017-2018,NICOLAS,Verona,P,6.04,0.0,,,,,,,,,,,,,,,,,,,
1071,2017-2018,A,SPAL,P,6.12,0.0,,,,,,,,,,,,,,,,,,,
1074,2017-2018,COSTA,Bologna,P,6.38,0.0,,,,,,,,,,,,,,,,,,,
1075,2017-2018,SKORUPSKI,Roma,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
1076,2017-2018,LAMANNA,Genoa,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
1078,2017-2018,PINSOGLIO,Juventus,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
1079,2017-2018,MILINKOVIC-SAVIC,Torino,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
1080,2017-2018,ROSSI,Atalanta,P,5.5,0.0,,,,,,,,,,,,,,,,,,,
1081,2017-2018,SEPE,Napoli,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
1083,2017-2018,PEGOLO,Sassuolo,P,5.5,1.0,,,,,,,,,,,,,,,,,,,
1084,2017-2018,BELEC,Sampdoria,P,5.8,0.0,,,,,,,,,,,,,,,,,,,
1085,2017-2018,DRAGOWSKI,Fiorentina,P,5.5,0.0,,,,,,,,,,,,,,,,,,,
1086,2017-2018,CROSTA,Cagliari,P,4.5,0.0,,,,,,,,,,,,,,,,,,,
1087,2017-2018,SILVESTRI,Verona,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
1088,2017-2018,SANTURRO,Bologna,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
1096,2017-2018,ROMULO,Verona,D,6.01,0.0,,,,,,,,,,,,,,,,,,,
1116,2017-2018,ZAPPACOSTA,Torino,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
1118,2017-2018,FELIPE,SPAL,D,5.78,0.0,,,,,,,,,,,,,,,,,,,
1142,2017-2018,DANILO,Udinese,D,5.77,1.0,,,,,,,,,,,,,,,,,,,
1144,2017-2018,F,SPAL,D,5.89,0.0,,,,,,,,,,,,,,,,,,,
1147,2017-2018,A,Verona,D,5.58,0.0,,,,,,,,,,,,,,,,,,,
1158,2017-2018,SAMIR,Udinese,D,5.56,2.0,,,,,,,,,,,,,,,,,,,
1167,2017-2018,FERRARI,Verona,D,5.46,0.0,,,,,,,,,,,,,,,,,,,
1183,2017-2018,ADNAN,Udinese,D,5.95,1.0,,,,,,,,,,,,,,,,,,,
1193,2017-2018,VUKOVIC,Verona,D,5.63,0.0,,,,,,,,,,,,,,,,,,,
1201,2017-2018,G,Bologna,D,5.61,0.0,,,,,,,,,,,,,,,,,,,
1211,2017-2018,B,Fiorentina,D,5.71,0.0,,,,,,,,,,,,,,,,,,,
1213,2017-2018,DALBERT,Inter,D,5.68,0.0,,,,,,,,,,,,,,,,,,,
1217,2017-2018,HOWEDES,Juventus,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
1219,2017-2018,CONTI,Milan,D,6.25,0.0,,,,,,,,,,,,,,,,,,,
1220,2017-2018,TONELLI,Napoli,D,5.38,0.0,,,,,,,,,,,,,,,,,,,
1230,2017-2018,MAKSIMOVIC,Napoli,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
1231,2017-2018,HEURTAUX,Verona,D,5.47,0.0,,,,,,,,,,,,,,,,,,,
1232,2017-2018,WAGUE,Udinese,D,5.0,0.0,,,,,,,,,,,,,,,,,,,
1233,2017-2018,SOUPRAYEN,Verona,D,5.2,1.0,,,,,,,,,,,,,,,,,,,
1236,2017-2018,L,SPAL,D,6.25,0.0,,,,,,,,,,,,,,,,,,,
1241,2017-2018,J,Roma,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
1242,2017-2018,OIKONOMOU,SPAL,D,5.17,0.0,,,,,,,,,,,,,,,,,,,
1251,2017-2018,BASTONI,Atalanta,D,6.25,0.0,,,,,,,,,,,,,,,,,,,
1252,2017-2018,LYANCO,Torino,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
1253,2017-2018,GRAVILLON,Benevento,D,5.75,0.0,,,,,,,,,,,,,,,,,,,
1256,2017-2018,FELICIOLI,Verona,D,5.75,0.0,,,,,,,,,,,,,,,,,,,
1259,2017-2018,C,Bologna,D,5.25,0.0,,,,,,,,,,,,,,,,,,,
1260,2017-2018,BEARZOTTI,Verona,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
1261,2017-2018,LOPEZ,Inter,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
1262,2017-2018,YAMIQ,Genoa,D,5.62,0.0,,,,,,,,,,,,,,,,,,,
1266,2017-2018,GENTILETTI,Genoa,D,5.25,0.0,,,,,,,,,,,,,,,,,,,
1268,2017-2018,S,Crotone,D,5.71,0.0,,,,,,,,,,,,,,,,,,,
1269,2017-2018,EMERSON,Roma,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
1271,2017-2018,BIANCHETTI,Verona,D,5.75,0.0,,,,,,,,,,,,,,,,,,,
1273,2017-2018,BOLDOR,Verona,D,5.0,0.0,,,,,,,,,,,,,,,,,,,
1276,2017-2018,DUSSENNE,Crotone,D,5.0,0.0,,,,,,,,,,,,,,,,,,,
1277,2017-2018,KARSDORP,Roma,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
1372,2017-2018,DJURICIC,Benevento,C,5.93,0.0,,,,,,,,,,,,,,,,,,,
1384,2017-2018,B,Verona,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
1385,2017-2018,VALOTI,Verona,C,5.6,0.0,,,,,,,,,,,,,,,,,,,
1390,2017-2018,L,Genoa,C,5.89,0.0,,,,,,,,,,,,,,,,,,,
1402,2017-2018,CENTURION,Genoa,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
1404,2017-2018,F,Verona,C,5.93,0.0,,,,,,,,,,,,,,,,,,,
1407,2017-2018,R,Sampdoria,C,5.77,0.0,,,,,,,,,,,,,,,,,,,
1412,2017-2018,C,Fiorentina,C,5.86,0.0,,,,,,,,,,,,,,,,,,,
1416,2017-2018,CALVANO,Verona,C,5.81,0.0,,,,,,,,,,,,,,,,,,,
1418,2017-2018,AARONS,Verona,C,5.4,0.0,,,,,,,,,,,,,,,,,,,
1419,2017-2018,RIZZO,Atalanta,C,6.1,0.0,,,,,,,,,,,,,,,,,,,
1420,2017-2018,N,Chievo,C,5.46,0.0,,,,,,,,,,,,,,,,,,,
1432,2017-2018,BUCHEL,Verona,C,5.57,0.0,,,,,,,,,,,,,,,,,,,
1436,2017-2018,FOSSATI,Verona,C,5.47,0.0,,,,,,,,,,,,,,,,,,,
1440,2017-2018,DIABY,Crotone,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
1445,2017-2018,ZACCAGNI,Verona,C,5.25,0.0,,,,,,,,,,,,,,,,,,,
1446,2017-2018,VITALE,SPAL,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
1448,2017-2018,GUSTAFSON,Torino,C,5.75,0.0,,,,,,,,,,,,,,,,,,,
1450,2017-2018,GAUDINO,Chievo,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
1454,2017-2018,ZANELLATO,Crotone,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
1455,2017-2018,A,Crotone,C,5.75,0.0,,,,,,,,,,,,,,,,,,,
1478,2017-2018,PAZZINI,Verona,A,5.67,0.0,,,,,,,,,,,,,,,,,,,
1488,2017-2018,SIMY,Crotone,A,6.09,0.0,,,,,,,,,,,,,,,,,,,
1494,2017-2018,CERAVOLO,Benevento,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
1497,2017-2018,CERCI,Verona,A,5.76,0.0,,,,,,,,,,,,,,,,,,,
1511,2017-2018,VERDE,Verona,A,5.7,0.0,,,,,,,,,,,,,,,,,,,
1515,2017-2018,M,Benevento,A,5.75,0.0,,,,,,,,,,,,,,,,,,,
1533,2017-2018,KEAN,Verona,A,5.68,0.0,,,,,,,,,,,,,,,,,,,
1534,2017-2018,PETKOVIC,Verona,A,5.61,0.0,,,,,,,,,,,,,,,,,,,
1537,2017-2018,COP,Cagliari,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
1541,2017-2018,LEE,Verona,A,5.71,0.0,,,,,,,,,,,,,,,,,,,
1542,2017-2018,MATOS,Verona,A,5.56,0.0,,,,,,,,,,,,,,,,,,,
1543,2017-2018,FARES,Verona,A,5.37,1.0,,,,,,,,,,,,,,,,,,,
1544,2017-2018,PALLADINO,Genoa,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
1550,2017-2018,HAN,Cagliari,A,5.7,0.0,,,,,,,,,,,,,,,,,,,
1551,2017-2018,VIDO,Atalanta,A,5.88,0.0,,,,,,,,,,,,,,,,,,,
1552,2017-2018,SALCEDO,Genoa,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
1554,2017-2018,SADIQ,Torino,A,4.67,0.0,,,,,,,,,,,,,,,,,,,
1555,2017-2018,TUPTA,Verona,A,5.75,0.0,,,,,,,,,,,,,,,,,,,
1557,2017-2018,PINAMONTI,Inter,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
1558,2017-2018,FASO,Fiorentina,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
1560,2017-2018,SCAMACCA,Sassuolo,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
1561,2017-2018,PALOMBI,Lazio,A,5.0,0.0,,,,,,,,,,,,,,,,,,,
1562,2017-2018,LERIS,Chievo,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
1563,2017-2018,ANTONUCCI,Roma,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
1585,2018-2019,A,SPAL,P,6.05,0.0,,,,,,,,,,,,,,,,,,,
